id,job_id,register_date,company,title,location,time_opened,link,applications,experience_level,job_type,role,sectors,description
556,3841774173,2024-03-03,HCLTech,Desenvolvedor LMS Full Stack,Greater São Paulo Area,Há 1 dia,https://br.linkedin.com/jobs/view/desenvolvedor-lms-full-stack-at-hcltech-3841774173?refId=jLGKbyXI9KqmR5zQ8zkBdQ%3D%3D&trackingId=TmYcKMBzUB9PvfGxtDetjA%3D%3D&position=25&pageNum=32&trk=public_jobs_jserp-result_search-card,Seja um dos 25 primeiros a se candidatar,Pleno-sênior,Tempo integral,Tecnologia da informação,Desenvolvimento de software,"Desenvolvedor LMS Full StackSomos a HCLTech, uma das maiores empresas de tecnologia e DSA que mais crescem no mundo, com mais de 219.000 profissionais espalhados em 54 países, impulsionando o progresso através de recursos líderes do segmento e centrados nas áreas de Digital, Engenharia e Nuvem.A força motriz por trás desse trabalho, nosso pessoal, é um público diversificado, criativo e apaixonado, o que nos possibilita estar sempre elevando o padrão de excelência de nossos serviços. De nosso lado, trabalhamos para que cada um de nossos profissionais possa atingir seu melhor, ao mesmo tempo em que nos esforçamos para ajudá-los a encontrar sua inspiração diária e, assim, se tornar a melhor versão de si mesmos.Estamos à procura de um Desenvolvedor LMS Full Stack altamente talentoso e automotivado para se juntar a nós em nossa jornada para avançar no mundo tecnológico por meio da inovação e criatividade.Habilidades e experiência desejadas:Inglês intermediárioExperiência em Type Scripts, Javascript, Angular, C#, Python, Java, Go, PL/SQL, Django e OneStack.Experiência prática na construção de back-endExperiência em implementação de ciclo completo de soluções web (desde requisitos coleta para design de banco de dados, implementação de API, testes de unitario e implantação)Experiência trabalhando com CLs (Change List)Experiência na documentação ou codelabs do Google para fins finais implementação do produto.Experiência do ecossistema Google é fortemente preferida.Por que nos escolher?Somos uma das maiores empresas de tecnologia que mais crescem no mundo, com escritórios em mais de 54 países e 219.000 colaboradoresNossa empresa é extremamente diversificada com 165 nacionalidades representadasOferecemos a oportunidade de trabalhar com colegas espalhados ao redor do mundoOferecemos um ambiente de trabalho virtual em primeiro lugar, promovendo uma boa integração entre seu trabalho e vida pessoal, em uma flexibilidade realEstamos comprometidos com seu crescimento, oferecendo oportunidades de aprendizado e desenvolvimento de carreira em todos os níveis para ajudá-lo a encontrar seu brilho único.Oferecemos benefícios abrangentes para todos os funcionáriosSomos certificados como ""Great Place to Work"" e ""Top Employer"" em 17 países, e reconhecidos como “Top Employer” no Brasil especificamente, oferecendo um ambiente de trabalho positivo que valoriza o reconhecimento e o respeito dos funcionáriosIgualdade & Oportunidade para TodosRepresentando 165 nacionalidades em todo o mundo, nos orgulhamos de ser um empregador que oferece igualdade de oportunidades, comprometido em fornecer oportunidades iguais de emprego a todos os candidatos e funcionários, independentemente de raça, religião, sexo, cor, idade, nacionalidade, gravidez, orientação sexual, deficiência física ou informações genéticas, ou qualquer outra classificação protegida, de acordo com as leis federais, estaduais e/ou locais."
557,3835520169,2024-03-03,Sinqia,DESENVOLVEDOR BACKEND PYTHON PL/SR,Greater São Paulo Area,Há 1 semana,https://br.linkedin.com/jobs/view/desenvolvedor-backend-python-pl-sr-at-sinqia-3835520169?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=Yy0Xe9%2FMPKS%2B%2B7QYooNqwA%3D%3D&position=1&pageNum=33&trk=public_jobs_jserp-result_search-card,,Pleno-sênior,Tempo integral,Tecnologia da informação e Outro,Atividades dos serviços de tecnologia da informação,"🧡 Nós somos a Sinqia. Bem-vindo ao agora!Acreditamos que a inovação tecnológica inspira a evolução.Somos uma das empresas que mais crescem no Brasil, estamos no ranking do IDC como uma das 100 maiores Fintechs do Mundo 🌏 Além disso, nossa excelência em governança nos levou ao Novo Mercado da B3, um grupo seleto de empresas na bolsa de valores.Faça parte de uma empresa que foi reconhecida como uma das melhores empresas para se trabalhar pelo GPTW (Great Place To Work) e tem um ambiente diferenciado, criativo, desafiador e descontraído 🧡✔Saiba mais sobre a Sinqia em: www.sinqia.com.br e siga os nossos perfis nas redes sociais.Somos Makers, Smart & Leves 🧡Para gente dar #match, precisamos que você tenha:Banco de dados relacionais e noSQL.Utilização de Stored Procedures, Views, Functions e TriggersManipulação de arquivos via FTP (leitura e escrita)Tratamento de arquivos posicionaisCriação e manutenção de serviços REST e GRAPHQL (sincronos e assincronos)Criação de testes unitários e de integraçãoProtocolos de comunicação com JSON e XMLExperiência com desenvolvimento JavaInglês intermediário/avançado para conversação/reuniõesDesejáveis:Implementar soluções seguindo as recomendações da OWASP (para evitar problemas de segurança, como ex: SQL injection, CORS, XSS, etc)Integração de sistemas usando protocolo FIXUtilização de Design Patterns e principios SOLIDIntegração de sistemas por mensageria / service bus / sockets (pub/sub)Interpretação de plano de execução (table scan e hash/index scan)Executar chamadas em serviços SOAPExperiencia com JAVA (alg-trading)📍 Importante: Ter disponibilidade para atuação híbrida em São Paulo - SP📍 O que você encontrará aqui:GympassTotalPassAssistência médica nacionalVale refeiçãoAuxílio CrecheSeguro de vidaVale transportePrevidência PrivadaBenefícios Flexíveis (aqui você escolhe os benefícios de acordo com a sua necessidade).SescUniversidade CorporativaDesconto em curso de inglêsPrograma de reembolso de certificações (regras a serem consultadas)♿️🌈🙋🏾👴🏻Na Sinqia valorizamos a diversidade e entendemos que o que acrescenta é justamente ideias e pontos de vistas variados. Por isso raça, cor, religião, gênero e identidade de gênero, nacionalidade, deficiência, orientação sexual, ascendência ou idade, não serão impeditivos de você fazer parte do nosso time.🏅 Se identificou com esta vaga? Ela pode ser sua! Mande seu currículo para nós."
558,3747754317,2024-03-03,HUNT IT TECH - Recrutamento para Tecnologia e Digital,Analista Desenvolvedor .net full stack em Barueri - SP,"Barueri, SP",Há 4 meses,https://br.linkedin.com/jobs/view/analista-desenvolvedor-net-full-stack-em-barueri-sp-at-hunt-it-tech-recrutamento-para-tecnologia-e-digital-3747754317?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=79ab5NHiwO9wBe6VZsDnAg%3D%3D&position=2&pageNum=33&trk=public_jobs_jserp-result_search-card,Seja um dos 25 primeiros a se candidatar,Pleno-sênior,Tempo integral,Desenvolvimento de negócios e Vendas,Serviços de informação,"ClienteEmpresa de gestão de inventários corporativos com mais de 20 anos de mercadoAtividadesDesenvolvimento e manutenção em legado( webforms). asp .netDesenvolvimento de soluções em .net MVC, Razor, Entity Framework, Jquery e AngularProjeto de interfaces;Documentação de projetos;Elaboração de projetos de componentes.RequisitosConhecimento avançado em asp .net, mvc, razor, angular e jqueryConhecimentos em SQLConhecimento em projetos;Experiência em desenvolvimento de sistemas;Bons conhecimentos em Design Patterns, Reporting Services, Integration Services, Web API,TDD.Desejável conhecimentos em .net coreAtuação: híbridoContrato :CLTLocal: Barueri - SP"
559,3622560235,2024-03-03,Rinobox,Vaga: Desenvolvedor Senior,Greater São Paulo Area,Há 9 meses,https://br.linkedin.com/jobs/view/vaga-desenvolvedor-senior-at-rinobox-3622560235?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=sIBsBaZwFDHzxMyccPYiRg%3D%3D&position=3&pageNum=33&trk=public_jobs_jserp-result_search-card,Seja um dos 25 primeiros a se candidatar,Pleno-sênior,Tempo integral,Tecnologia da informação,Atividades de serviços financeiros,"Adicionar sinergia na força de venda de todo o portfólio Rinobox, resultando no incremento do faturamento total e por produto.Atividades:Capacidade de implementar uma rede de microserviçoMigração de arquitetura de monolito para microserviçoDesenvolvimento em containersPadrões de Projeto (MVC, microsserviço)Metodologia Ágil (Kanban, Scrum)Git + GitFlowDesenvolvimento em Java 17 (ou Kotlin para Backend)ser capaz de liderar projetos de desenvolvimento de software, trabalhar em equipe, ter habilidades de comunicação efetiva e ser capaz de resolver problemas complexos de forma independente.habilidades de análise de dados e de tomada de decisão, e ser capaz de liderar a equipe em avaliar e selecionar as melhores soluções tecnológicas para um projeto específico.Vaga de segunda a Sexta - Das 09h00 as 18h00.Bairro: Vila Mariana - Zona Sul/SP100% PRESENCIALContratação: PJSalário: A combinar"
560,3842420647,2024-03-03,KRIA Tecnologia,Analista de desenvolvimento de software PLENO,"São Paulo, SP",Há 1 dia,https://br.linkedin.com/jobs/view/analista-de-desenvolvimento-de-software-pleno-at-kria-tecnologia-3842420647?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=%2FyGUuKu1zdS48g1vx8gfuw%3D%3D&position=5&pageNum=33&trk=public_jobs_jserp-result_search-card,,Assistente,Tempo integral,Engenharia e Tecnologia da informação,Desenvolvimento de software,"Analista Desenvolvedor PLENOMínimo 2 anos de experiência Escolaridade: Graduação – Completo em um curso Superior de Tecnologia.Tipo de contrato: CLTLocal de trabalho: São Paulo - Brasil (presencial)Disponibilidade para Viagens dentro e Fora do BrasilResponsabilidades e Atribuições:Atuar no Desenvolvimento de Software, assegurando o padrão de qualidade e melhoria contínua dos produtos.Participação de reuniões com cliente para entendimento das demandas.Procuramos pessoas dinâmicas, proativas e colaborativas, dispostas a aprender, ensinar e se desenvolver.Facilidade para Trabalho em Equipe.Principais Requisitos:ü VB .NET, C#, Visual Basic 6ü HTML, JavaScript, CSS,ü Xamarin Forms, React, WinForms;ü ASP .NET Core MVC, WebAPIs REST e RESTFull, WebServices, Git,ü MSSQL Server / Oracle;Diferencial:Idioma Inglês / Espanhol"
561,3845140027,2024-03-03,GeekHunter,Desenvolvedor(a) Back-end Java,"São Paulo, SP",Há 5 horas,https://br.linkedin.com/jobs/view/desenvolvedor-a-back-end-java-at-geekhunter-3845140027?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=pGAW%2FO6AY9cv12dXlEJmRw%3D%3D&position=6&pageNum=33&trk=public_jobs_jserp-result_search-card,Seja um dos 25 primeiros a se candidatar,Assistente,Tempo integral,Engenharia e Tecnologia da informação,Recrutamento e seleção de pessoal,"Esta é uma vaga de um cliente da GeekHunter, candidate-se para ter acesso às informações completas sobre a empresa.Desenvolvimento back-end na linguagem Java em uma empresa do segmento bancário.Atuação híbrida (3x na semana na região de Interlagos). Java e framework Spring (Boot, Data, Security); AWS; Conhecimentos em orientação a objetos e padrões de projeto; Microserviços distribuídos; Conhecimento de modelos de arquitetura de solução; Entendimento desenho de soluções tecnológicas na linguagem Java usando AWS. Docker; Json; Swagger; Conceito de API Gateway, API REST; Postman; Banco de dados SQL e NoSQL; Mensageria (RabbitMQ e Kafka); DevOps: utilização prévia de CI/CD.Habilidades ObrigatóriasJavaHabilidades DesejáveisA vaga aceita trabalho remoto?Não"
562,3803051189,2024-03-03,Siena Company,Desenvolvedor Power BI,"Jundiaí, SP",Há 1 mês,https://br.linkedin.com/jobs/view/desenvolvedor-power-bi-at-siena-company-3803051189?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=byY127Z8KjbFaYHWb7rgRQ%3D%3D&position=7&pageNum=33&trk=public_jobs_jserp-result_search-card,Seja um dos 25 primeiros a se candidatar,Pleno-sênior,Tempo integral,Tecnologia da informação,Atividades dos serviços de tecnologia da informação,"Atividades a serem desenvolvidas: O profissional será responsável por atender as demandas de projetos conforme solicitação do cliente.Certificação ConhecimentoExperiência em Power BI, conhecimento em Protheus e Fluig, trabalho em Jundiaí/SP.Horário de TrabalhoHorário comercial.Informações AdicionaisResidir em Jundiaí/SP."
563,3830610703,2024-03-03,Delfia,Desenvolvedor ServiceNow,"São Paulo, SP",Há 2 semanas,https://br.linkedin.com/jobs/view/desenvolvedor-servicenow-at-delfia-3830610703?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=eurg0JOM3%2Be3KzpNiaq5Rg%3D%3D&position=8&pageNum=33&trk=public_jobs_jserp-result_search-card,,Pleno-sênior,Tempo integral,Consultoria,Atividades dos serviços de tecnologia da informação,"A Delfia é feita de gente. E todas as pessoas podem fazer parte da #CuradoriaDelfia!Sobre a Delfia: Somos uma consultoria que oferece curadoria de inovação digital com um portfólio de produtos e serviços para que parceiros, clientes e colaboradores possam construir o seu futuro digital. O nosso portfólio de produtos e serviços funciona como um hub de soluções integradas que são arquitetadas de forma inteligente de acordo com a demanda dos clientes.Estamos em busca de uma pessoa que será curadora no cargo de Desenvolvedor ServiceNow:Atuação em projetos de implementação de ServiceNow e BMC Remedy .Quais requisitos são necessários?Experiência em Servicenow ou plataforma similar com discovery ou mapeamento de itens de configuração/ativos;Ter atuado em projeto de ITOM com discovery e Service Mapping ou ter atuado com outros sistemas com as funcionalidades de Discovery (ex. BMC Remedy);Bom conhecimento de Javascript e noções de lógica de programação, Web Services, MYSQL, CSS, etc;Desejável ter participado de integrações de sistemas externos com a plataforma ServiceNow ou similar;Desejável ter a certificação CSA do Servicenow;Desejável ter alguma das certificações do ITOM (Discovery, Service Mapping, Event management, Cloud Provisioning and Governance);Hibrido para BERRINI EM SÃO PAULO.Aqui na Delfia temos como objetivo cuidar dos nossos curadores e curadoras com benefícios que os apoiem em suas jornadas:Sua saúde é muito importante para nós. Por isso, buscamos sempre levar os melhores benefícios de saúde e bem-estar para nossos curadores e curadoras com:▪ Assistência médica e odontológica Porto▪ Conexa Saúde: atendimento telemedicinal em clínica geral, nutrologia e psicologia;▪ Seguro de VidaPara quem tem filhos, temos o compromisso e apoiar a jornada dos pequenos curadores com:▪Auxílio creche;▪Kit Parentalidade;Para ampliar seus conhecimentos com diferentes perspectivas possuímos:▪ Educação Corporativa UCD▪ Facilidades e Parcerias (crédito consignado, desconto em escolas de idiomas)▪ Convênio Sesc;Em nossa sede você terá à disposição:▪ Happy hour semanal;▪ Minimercado;▪ Espaço de descompressão e jogos;▪ Manicure e Quick Massage;▪ Comemoração aniversariantes do mês.Além de tudo isso, você terá:▪ Vale transporte;▪ Cartão Flash:▪ Vale refeição;▪ Benefício flexível para você usar como e onde quiser▪ Programa indique um amigo;▪ Folga de Aniversário;▪ Celebração por tempo de casa;▪ Kit Acolhimento;A Delfia é feita de gente. Como curadores, temos o compromisso em gerar oportunidades iguais e ações afirmativas. Nossas vagas estão abertas para todas as pessoas, independente de idade, cor, religião, gênero, orientação sexual, deficiência e nacionalidade. Aqui todos podem ser curadores e curadoras! #VemPraDelfia!"
564,3834712679,2024-03-03,Moot Consulting,Desenvolvedor Asp Clássico,Greater São Paulo Area,Há 1 semana,https://br.linkedin.com/jobs/view/desenvolvedor-asp-cl%C3%A1ssico-at-moot-consulting-3834712679?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=Rgl%2B0YE%2Fm%2Bd4F3FFJyUynw%3D%3D&position=9&pageNum=33&trk=public_jobs_jserp-result_search-card,,,,,,
565,3819747450,2024-03-03,ERP Plus,Analista Desenvolvedor ADVPL,Greater São Paulo Area,Há 1 mês,https://br.linkedin.com/jobs/view/analista-desenvolvedor-advpl-at-erp-plus-3819747450?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=CFOtlwLoNI4aQfFn31pLNQ%3D%3D&position=11&pageNum=33&trk=public_jobs_jserp-result_search-card,Seja um dos 25 primeiros a se candidatar,Pleno-sênior,Tempo integral,Desenvolvimento de negócios e Vendas,Atividades fotográficas e similares,"Está em busca de desenvolvedores sênior ADVPL para alocação full time.As vagas são tanto para atendimento Totalmente remoto como no formato híbrido (com presencial naGrande SP). Conhecimentos Que Buscamos Arquitetura do Protheus Módulos de BackOffice Protheus Desenvolvimento em AdvPL/TL++, SQL e criação de API REST e SOAP Procedimento de atualização de ambiente Protheus Configuração e utilização VSCode."
566,3840652505,2024-03-03,Núclea,Desenvolvedor Sr,"São Paulo, SP",Há 5 dias,https://br.linkedin.com/jobs/view/desenvolvedor-sr-at-n%C3%BAclea-3840652505?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=atZEnNU28nSDggiHNpfPsQ%3D%3D&position=12&pageNum=33&trk=public_jobs_jserp-result_search-card,Seja um dos 25 primeiros a se candidatar,Não aplicável,Tempo integral,Engenharia e Tecnologia da informação,Bancos,"Queremos você para gerar ainda mais valor!A Núclea é uma empresa que acredita no futuro com ações no presente com transações financeiras feitas de forma rápida, segura e acessível. Somos especialistas em infraestrutura e soluções de pagamentos digitais, e trabalhamos para transformar o mercado financeiro, tornando-o mais eficiente e inclusivo.Nossos valores são a base de tudo o que fazemos.Apaixonados por clientes. Estamos sempre buscando entender suas necessidades e encontrar soluções que atendam às suas expectativas.Gente que gosta de gente. Investimos no desenvolvimento de nossos colaboradores e criamos um ambiente de trabalho que valoriza a diversidade e a inclusão.Integridade faz parte do nosso DNA. Agimos com ética e transparência em todos os nossos relacionamentos.Somos direcionados por dados. Análise e solução ágil fazem parte da empolgação em ter consistência no uso de inteligência de dados.Inovação na veia. Estamos sempre buscando novas soluções para atender às necessidades de nossos clientes e do mercado.Fanáticos por resultados. Nos movem e nos motivam a assertividade para nossos parceiros e clientes.Sobre a Núcleahttps://www.nuclea.com.br/A Núclea é uma empresa brasileira de tecnologia com sede em São Paulo. Fundada em 2010, a empresa oferece uma ampla gama de soluções de infraestrutura e pagamentos digitais para empresas de todos os portes.A Núclea é uma empresa comprometida com a responsabilidade social e ambiental. A empresa acredita que a tecnologia pode ser usada para promover o desenvolvimento sustentável e a inclusão social.Para todas as posições consideramos DIVERSIDADE E INCLUSÃO!Se você é apaixonado(a) por tecnologia, quer fazer a diferença na vida das pessoas e acredita em um futuro mais eficiente e inclusivo, a Núclea é o lugar certo para você.Essa é a chance para você mudar a sua vida, corra e se inscreva!Responsabilidades e atribuiçõesApoiar Analistas de Sistemas TI nas definições técnicas, através de reuniões, levantamento de dados e análise de impacto garantindo a qualidade e coerência dos requisitos. Garantir a qualidade dos softwares implementando as melhores práticas de testes de software, junto ao Capítulo de Qualidade Assegurada (QA) para correção de falhas, erros e defeitos com o objetivo de verificar e validar a entrega dos produtos aos participantes, clientes e CdE Cliente. Sustentar e apoiar equipes de infraestrutura e suporte, em momentos de crise, através de validações sistêmicas, checagem de ambiente, análise de logs e de negócio, com o objetivo de restabelecer a saúde do ambiente. Acompanhar e apoiar a execução das mudanças através de conferências, validando a efetividade dos procedimentos e garantindo que o objetivo proposto foi atingido Garantir a gestão de configuração através do controle das releases e promoção dos pacotes, utilizando as ferramentas disponibilizadas pela Área de Qualidade, garantindo a evolução, integridade e continuidade do código-fonte dos produtos. Suporte a área de Solução e Apoio ao Participante (SAP)e Monitoramento IMF e Líder de sistemas através do atendimento de eventos e incidentes a fim de atender as dúvidas, problemas e demais solicitações. Requisitos e qualificaçõesExperiência em desenvolvimento com Angular 14 ou + Experiência com material design Html + CSS Conhecimento em Filas (SQS) Conhecimentos em Git e Git-Flow Desenvolvimento com foco em qualidade: testes unitários', testes de componente, testes integrados e Sonar (métricas) Ambiente Linux Docker Metodologia ágil/Scrum Conhecimentos desejáveis (opcionais) Definição de Arquitetura exercendo o papel de Referência Técnica; Conhecimentos em AWS (SQS, S3 ..) Contínuos delivery (Jenkins) GitHub Kubernetes Conhecimento no PIX Informações adicionaisModelo de Trabalho Home First ( Maior parte Home Office com frequência mínima quinzenal no escritório).Salário compatível com o mercado - CLTBenefícios:Convênio Médico e OdontológicoVale Refeição/ Alimentação - CajuSeguro de VidaAuxilio educaçãoAuxilio homefirstAuxílio CrechePLR"
567,3833735578,2024-03-03,Code Group,Analista Devops,"São Caetano do Sul, SP",Há 1 semana,https://br.linkedin.com/jobs/view/analista-devops-at-code-group-3833735578?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=SSZHr9C0UZ%2Bc7Dym9WnY7A%3D%3D&position=13&pageNum=33&trk=public_jobs_jserp-result_search-card,Seja um dos 25 primeiros a se candidatar,Assistente,Tempo integral,Tecnologia da informação,Serviços de gestão estratégica,"Só na Code Group você encontra as melhores oportunidades de TI com tecnologias inovadoras. O nosso foco principal Recrutamento & Seleção e Hunting, e temos orgulho em ter clientes e parceiros com o mesmo objetivo: Pessoas engajadas. Buscamos profissionais inovadores que sejam movidos por desafios e focados em resultados. Se identificou?! 01 vaga Contratação: PJ ou Cooperado (+ benefícios) Modelo de atuação: 100% remoto Segunda a sexta (horário comercial) Competências Técnicas ? Para construção e manutenção das pipelines: python, groovy e shell script; ? Experiência YAML ? Para suporte ao desenvolvedor: java, javascript; ? Ferramenta de automação de build: maven e NPM; ? Ferramentas de testes: JUNIT, JEST, Converage e Jacoco; ? Provisionamento de recursos: docker, docker-compose; ? Plataforma DevOps: Gitlab, SonarQube, Jenkins, Nexus, Liquibase, UCode Deploy, GitHub, AWS CodeArtifact, AWS ECR; ? Integração com a AWS via SDK; ? Ter experiência com construção de pipelines de aplicação utilizando GitHub Actions; ? Ter experiência com deploy em servidores de aplicação; ? Ter experiência com deploy de aplicação em serviços cloud native (Lambda, ECS, S3). Venha fazer parte do nosso time! Tem interesse? Estamos aguardando seu CV! ****** Não é o seu perfil ? Então ajude um colega compartilhando a oportunidade"
568,3836989932,2024-03-03,Stefanini Brasil,ANALISTA DESENVOLVEDOR SR,"Taboão da Serra, SP",Há 1 semana,https://br.linkedin.com/jobs/view/analista-desenvolvedor-sr-at-stefanini-brasil-3836989932?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=2Q%2B5%2BlrUqS9GgDZ1v02cYA%3D%3D&position=14&pageNum=33&trk=public_jobs_jserp-result_search-card,Seja um dos 25 primeiros a se candidatar,Pleno-sênior,Tempo integral,Desenvolvimento de negócios e Vendas,Atividades dos serviços de tecnologia da informação,"Job DescriptionSomos a maior multinacional brasileira e estamos entre as 100 maiores empresas de TI do mundo .Estamos presentes em 41 países com +30k colaboradores . A Stefanini tem como principal objetivo auxiliar os clientes a encontrar, por meio de soluções personalizadas, a maneira ideal para alcançar seus desafios, impulsionando a inovação digital.E queremos mais!Responsibilities And AssignmentsAnalista Desenvolvedor Java Angular SeniorRequirements And QualificationsProfundos conhecimentos e vivencia em projetos Java (6, 8, 11) com Angular (ser senior em Java e Angular) Comprometido, responsavel, flexivel, focado nas entregasQualidade, prazo e agilidade para reprogramacaoEducacao Superior Completa.Additional InformationO que te oferecemos:🍛 Vale Alimentação ou Vale Refeição;👨🏼‍🎓 Desconto em cursos, universidades e instituições de idiomas;📚 Academia Stefanini - plataforma com cursos online, gratuitos, atualizados e com certificado;🗣 Mentoring;🏫 Auxílio Creche;💉 Clube de vantagens para consultas e exames;🏥 Assistência Médica;🦷 Assistência Odontológica;💰 Clube de vantagens e descontos nos melhores estabelecimentos;👂🏾 Atendimento psicológico online ao colaborador e seus dependentes;🛫 Clube de viagens;🐶 Convênio para Pet;e muito mais...WE ARE STEFANINISomos uma multinacional brasileira com mais de 30 anos de atuação no ecossistema de inovação. Entregamos soluções eficazes que auxiliam os nossos clientes em suas jornadas digitais, sempre aplicando o nosso propósito de tornar a tecnologia um agente de mudança para um mundo melhor. Você quer transformar o futuro? A gente também. 🚀| + de 40 países | + de 30 empresas no Grupo | + de 30 mil colaboradores | + de 80 soluções |7 Pilares Guiam a Nossa Cultura, São Eles⭐ Inovar com o cliente;⭐ Fazer a diferença;⭐ Liderar pelo exemplo;⭐ Agir como empreendedor;⭐ Ser ético e de acordo com o que fala;⭐ Acreditar e respeitar as pessoas;⭐ Ter humildade em aprender.Acreditamos que a verdadeira mudança só pode ser alcançada quando observamos o mundo por diferentes perspectivas, aqui a inovação floresce em uma atmosfera de respeito mútuo, em que as ideias são ouvidas e valorizadas independentemente de raça, cor, orientação sexual, ascendência, religião, gênero, nacionalidade, identidade de gênero, deficiência ou idade. 💙 #WeAreStefanini #OrgulhoDeSerStefanini #CarreiraStefanini🏆 Prêmio Innovative Workplaces Brasil 2023 pela MIT Technology Review Brasil."
569,3713494022,2024-03-03,Club&Casa Design,Desenvolvedor Flutter,"São Caetano do Sul, SP",Há 5 meses,https://br.linkedin.com/jobs/view/desenvolvedor-flutter-at-club-casa-design-3713494022?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=YNX%2BRi3M29CpnHbyomNwfw%3D%3D&position=15&pageNum=33&trk=public_jobs_jserp-result_search-card,,Assistente,Tempo integral,Tecnologia da informação,Publicidade e propaganda,"O ClubCasa Design é um clube de relacionamento que conecta os profissionais de arquitetura e design às melhores lojas do setor. Nosso objetivo é criar relacionamentos e conexões de valor para o mercado por meio de eventos e de experiências únicas!PJ - modelo de trabalho: híbrido (2x na semana presencial em São Caetano do Sul)Atribuições da vaga: Desenvolve e mantém o aplicativo de alta qualidade usando FlutterFlow; Realiza a integração com APIs externas e plugins, garantindo a funcionalidade e eficiência do aplicativo; Garante que os aplicativos sejam robustos e otimizados para desempenho e usabilidade; Realiza a manutenções necessárias após o lançamento do produto; Projetar e implementar soluções para mostrar dados em tempo real, gráficos interativos e dashboards customizados; Projetar e implementar testes automatizados, garantindo a qualidade das entregas, bem como fornecer orientação técnica para os projetos em andamento.Requisitos:Conhecimento em FlutterFlowPlanejamento e controleAgilidade de raciocínioRelacionamento interpessoalProatividade"
570,3845139146,2024-03-03,GeekHunter,Desenvolvedor(a) Full-stack PHP,"São Paulo, SP",Há 5 horas,https://br.linkedin.com/jobs/view/desenvolvedor-a-full-stack-php-at-geekhunter-3845139146?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=Z8qYEsC0Tu9a5dsF7tWf%2FA%3D%3D&position=17&pageNum=33&trk=public_jobs_jserp-result_search-card,Seja um dos 25 primeiros a se candidatar,Assistente,Tempo integral,Engenharia e Tecnologia da informação,Recrutamento e seleção de pessoal,"Esta é uma vaga de um cliente da GeekHunter, candidate-se para ter acesso às informações completas sobre a empresa.Dia a DiaVão atuar em um projeto já existente atuando com a sustentação, mas com uma visão de projetos novos com as mesmas linguagens.Produtos voltados à área financeira.Desenvolvedor PHP Back end, Vuejs Front end, Laravel, Banco de Dados Postgree e SQL Server, GitHub e Gitlab, fazer teste unitário e praticar as boas práticas no código.Desejável: Cloud Azure ou Google Cloud, Python e Power BI, já ter atuado em projetos do ramo financeiro.Perfil Do CandidatoUma pessoa flexível, que seja adepto a mudanças, que não tenha dificuldades com altas demandas e que consiga se organizar, que goste de aprender e interagir com a equipe, que tenha iniciativa para buscar as novas demandas, senso de equipe e responsabilidade.EscolaridadeEnsino superior completo ou curso ultimo semestre - Cursos voltados a tecnologia.Habilidades ObrigatóriasPHPVue.jsHabilidades DesejáveisAzureGoogle CloudA vaga aceita trabalho remoto?Não"
571,3798727595,2024-03-03,Stormx Data&Tech,Banco de Talentos de BI,"São Paulo, SP",Há 2 meses,https://br.linkedin.com/jobs/view/banco-de-talentos-de-bi-at-stormx-data-tech-3798727595?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=gZp4V4AGbbEra%2FDOpq9R3g%3D%3D&position=18&pageNum=33&trk=public_jobs_jserp-result_search-card,,,,,,
572,3816814486,2024-03-03,Qintess,Desenvolvedor Java Pleno,"São Paulo, SP",Há 4 semanas,https://br.linkedin.com/jobs/view/desenvolvedor-java-pleno-at-qintess-3816814486?refId=NjuxWzogDQtAWtyWmnac1A%3D%3D&trackingId=%2FiBd26njsWm1FocPyC1VFA%3D%3D&position=19&pageNum=33&trk=public_jobs_jserp-result_search-card,,,,,,
